102.7244	41.5099
116.2201	39.4575
116.1127	39.5096
116.1589	39.5433
109.3860	37.7499
109.2847	37.8063
109.3320	37.8381
120.2368	36.0566
120.3065	35.9765
120.2489	35.9591
117.7068	29.2821
127.7390	65.8419
127.5614	65.9119
130.7229	45.9014
131.3375	44.7548
131.6385	45.3562
64.6054	38.0336
101.9595	70.2486
101.6795	70.2741
101.7192	70.3035
180.7992	44.5406
186.3888	48.1369
184.6980	47.3390
184.1610	47.8160
182.3582	45.7235
184.3975	45.6392
177.0704	52.8601
178.9380	55.3207
154.9450	45.5264
162.3456	56.6755
159.6776	48.8156
140.5108	50.9764
154.2235	73.4006
149.4721	69.0634
172.9753	-19.9232
172.9330	-19.8305
152.6402	-12.6619
152.3058	-26.6310
170.0055	6.6895
168.9663	1.4986
168.9092	1.5782
168.9564	1.5960
163.3570	16.7765
160.5922	16.6876
177.3143	22.4576
177.3986	22.3967
177.4343	22.2987
199.7970	9.8476
175.6907	15.4538
186.7982	9.4205
133.7853	-7.2443
110.5958	7.4083
110.5279	7.4833
130.7456	36.3642
130.7007	36.4583
122.3943	25.8105
137.7974	17.7760
149.5418	1.3641
148.8652	1.5753
149.9572	0.8166
150.5787	2.0058
150.5127	2.2693
149.8004	3.2216
149.4506	2.3369
150.2417	1.8042
150.2150	2.5827
149.9535	2.3831
150.0767	2.3642
150.0778	2.3333
150.0389	2.3364
150.1850	2.2061
150.1849	2.2396
150.1477	2.2016
150.1477	2.2351
150.1768	2.3039
150.1790	2.2633
150.1415	2.2908
150.1132	2.3114
150.1494	2.3253
150.1105	2.3310
150.1080	2.2043
150.0740	2.2258
150.0733	2.1926
150.0719	2.2617
150.0739	2.2980
150.1084	2.2412
150.1062	2.2772
150.1431	2.2561
150.1851	2.5409
150.1787	2.5160
150.1702	2.4812
150.1479	2.5027
150.1398	2.4664
150.1453	2.4297
150.1105	2.4315
150.1049	2.4514
150.2380	2.3366
150.1466	2.3950
150.1109	2.4136
150.1508	2.3636
150.1105	2.3645
150.1849	2.4405
150.1849	2.4070
150.1722	2.3392
150.1710	2.3731
150.1006	2.5380
150.0735	2.5274
150.1065	2.4979
150.0735	2.4939
150.1479	2.5364
150.0725	2.4000
150.0735	2.4604
150.0697	2.4361
151.1666	-7.5685
153.5314	0.6386
173.1367	27.6975
173.1517	27.6987
148.8887	18.1494
147.4620	17.1209
148.1658	34.5862
152.4068	30.0123
8.8623	-20.2612
10.8547	-20.6208
10.9619	-20.6106
11.0284	-20.5549
13.6423	-37.6413
3.5882	-30.3973
3.4735	-30.3812
17.5411	-2.3746
13.8384	-0.4537
24.3542	-8.4569
24.2565	-8.4284
22.9689	-13.6112
22.8778	-13.5695
28.1786	-13.9586
27.5880	-10.0917
29.9558	-8.8333
30.0578	-8.8336
34.4478	-5.0091
34.5771	-5.1719
34.5422	-5.1436
34.5758	-5.1434
34.4724	-5.1744
34.5090	-5.2187
34.4725	-5.2119
34.5085	-5.1438
34.4749	-5.1440
34.5424	-5.1811
34.5088	-5.1813
34.5092	-5.2562
34.5428	-5.2560
34.5765	-5.2558
34.5426	-5.2186
34.5762	-5.2183
34.4413	-5.1442
34.4390	-5.1740
34.4050	-5.1736
34.3742	-5.1821
34.4076	-5.1444
34.3733	-5.1440
34.3720	-5.2507
34.3486	-5.2547
34.3694	-5.2234
34.3402	-5.2080
34.4724	-5.2494
34.4299	-5.2623
34.4529	-5.2514
34.4051	-5.2497
34.4051	-5.2125
34.4390	-5.2114
34.2945	-5.1552
34.3210	-5.1771
34.3369	-5.1432
34.3406	-5.1823
34.2387	-5.1461
34.2606	-5.1500
34.2374	-5.2150
34.2666	-5.2307
34.2451	-5.1787
34.2779	-5.1901
34.2468	-5.2544
34.3072	-5.2199
34.2738	-5.2575
34.3074	-5.2574
35.5550	-5.8717
35.4427	-5.6398
35.1282	-6.4465
34.9129	-6.0639
34.2061	-4.2183
35.8506	-3.0839
36.2874	-3.3534
36.1180	-3.3923
36.7352	-4.4193
37.0868	-4.4244
36.0439	-3.8311
42.0142	-3.5291
